iter	Passed	Remaining
449	1146	1401
450	1148	1397
451	1157	1403
452	1160	1401
453	1162	1397
454	1163	1393
455	1165	1390
456	1171	1392
457	1173	1388
458	1174	1384
459	1177	1382
460	1179	1379
461	1219	1419
462	1246	1445
463	1268	1465
464	1385	1594
465	1416	1623
466	1430	1633
467	1438	1635
468	1453	1646
469	1455	1641
470	1470	1651
471	1472	1647
472	1477	1645
473	1481	1643
474	1488	1644
475	1490	1640
476	1493	1637
477	1497	1635
478	1501	1633
479	1505	1631
480	1510	1629
481	1512	1625
482	1518	1625
483	1522	1623
484	1526	1620
485	1529	1617
486	1533	1614
487	1535	1610
488	1538	1607
489	1541	1604
490	1544	1601
491	1548	1599
492	1552	1596
493	1555	1592
494	1558	1589
495	1561	1586
496	1563	1582
497	1566	1579
498	1569	1575
499	1579	1579
500	1583	1576
501	1586	1573
502	1588	1569
503	1590	1565
504	1593	1561
505	1595	1557
506	1597	1553
507	1600	1549
508	1602	1545
509	1604	1541
510	1607	1537
511	1609	1533
512	1611	1529
513	1613	1525
514	1617	1522
515	1618	1518
516	1621	1515
517	1627	1513
518	1629	1510
519	1633	1507
520	1637	1505
521	1646	1508
522	1651	1506
523	1660	1508
524	1692	1531
525	1694	1527
526	1699	1525
527	1704	1523
528	1707	1520
529	1711	1517
530	1714	1514
531	1722	1514
532	1727	1513
533	1729	1509
534	1731	1505
535	1737	1504
536	1740	1501
537	1743	1497
538	1746	1493
539	1752	1493
540	1755	1489
541	1758	1486
542	1761	1482
543	1767	1481
544	1770	1478
545	1773	1474
546	1778	1473
547	1782	1470
548	1785	1466
549	1787	1462
550	1790	1458
551	1792	1454
552	1795	1451
553	1797	1446
554	1799	1442
555	1801	1438
556	1803	1434
557	1806	1431
558	1809	1427
559	1812	1424
560	1815	1420
561	1817	1416
562	1820	1413
563	1823	1409
564	1826	1406
565	1829	1403
566	1832	1399
567	1834	1395
568	1854	1404
569	1856	1400
570	1858	1396
571	1859	1391
572	1861	1387
573	1862	1382
574	1864	1377
575	1865	1373
576	1867	1368
577	1868	1364
578	1869	1359
579	1871	1355
580	1872	1350
581	1874	1346
582	1876	1342
583	1879	1339
584	1881	1334
585	1883	1330
586	1884	1326
587	1886	1321
588	1888	1317
589	1891	1314
590	1892	1310
591	1897	1307
592	1899	1303
593	1902	1300
594	1905	1297
595	1907	1292
596	1908	1288
597	1910	1284
598	1911	1279
599	1913	1275
600	1914	1270
601	1915	1266
602	1917	1262
603	1919	1258
604	1922	1254
605	1923	1250
606	1925	1246
607	1926	1242
608	1927	1237
609	1929	1233
610	1931	1229
611	1932	1225
612	1934	1221
613	1935	1216
614	1937	1212
615	1938	1208
616	1940	1204
617	1941	1200
618	1942	1195
619	1944	1191
620	1946	1187
621	1947	1183
622	1949	1179
623	1950	1175
624	1951	1171
625	1953	1166
626	1954	1162
627	1956	1158
628	1957	1154
629	1959	1150
630	1961	1146
631	1962	1142
632	1964	1138
633	1966	1134
634	1967	1131
635	1969	1127
636	1971	1123
637	1972	1119
638	1974	1115
639	1976	1111
640	1977	1107
641	1979	1103
642	1980	1099
643	1981	1095
644	1983	1091
645	1984	1087
646	1986	1083
647	2007	1090
648	2010	1087
649	2013	1084
650	2015	1080
651	2016	1076
652	2018	1072
653	2019	1068
654	2021	1064
655	2022	1060
656	2023	1056
657	2025	1052
658	2026	1048
659	2028	1044
660	2029	1040
661	2031	1037
662	2032	1033
663	2033	1029
664	2035	1025
665	2036	1021
666	2038	1017
667	2039	1013
668	2041	1010
669	2043	1006
670	2044	1002
671	2046	998
672	2047	994
673	2049	991
674	2050	987
675	2052	983
676	2053	979
677	2055	975
678	2056	972
679	2057	968
680	2059	964
681	2060	960
682	2062	957
683	2063	953
684	2064	949
685	2066	945
686	2071	943
687	2072	939
688	2074	936
689	2075	932
690	2077	928
691	2078	925
692	2079	921
693	2081	917
694	2083	914
695	2084	910
696	2086	906
697	2087	903
698	2088	899
699	2090	895
700	2091	892
701	2092	888
702	2094	884
703	2095	881
704	2097	877
705	2098	873
706	2099	870
707	2101	866
708	2103	863
709	2106	860
710	2108	856
711	2111	854
712	2113	850
713	2115	847
714	2116	843
715	2118	840
716	2120	837
717	2122	833
718	2124	830
719	2125	826
720	2129	823
721	2130	820
722	2132	816
723	2133	813
724	2134	809
725	2136	806
726	2166	813
727	2169	810
728	2172	807
729	2175	804
730	2176	801
731	2178	797
732	2180	794
733	2181	790
734	2182	787
735	2184	783
736	2185	780
737	2187	776
738	2188	773
739	2190	769
740	2191	765
741	2192	762
742	2194	759
743	2195	755
744	2197	752
745	2198	748
746	2200	745
747	2201	741
748	2203	738
749	2204	734
750	2206	731
751	2207	727
752	2208	724
753	2210	721
754	2211	717
755	2213	714
756	2214	710
757	2215	707
758	2217	704
759	2218	700
760	2220	697
761	2221	693
762	2222	690
763	2224	687
764	2225	683
765	2227	680
766	2228	677
767	2230	673
768	2231	670
769	2232	666
770	2234	663
771	2235	660
772	2236	656
773	2238	653
774	2239	650
775	2241	646
776	2242	643
777	2243	640
778	2245	636
779	2246	633
780	2248	630
781	2249	627
782	2250	623
783	2252	620
784	2253	617
785	2255	614
786	2256	610
787	2258	607
788	2259	604
789	2261	601
790	2262	597
791	2264	594
792	2265	591
793	2266	588
794	2268	584
795	2269	581
796	2271	578
797	2272	575
798	2274	572
799	2275	568
800	2276	565
801	2278	562
802	2279	559
803	2280	556
804	2282	552
805	2284	549
806	2285	546
807	2286	543
808	2288	540
809	2289	537
810	2291	533
811	2292	530
812	2294	527
813	2295	524
814	2297	521
815	2299	518
816	2302	515
817	2304	512
818	2306	509
819	2309	506
820	2310	503
821	2312	500
822	2313	497
823	2315	494
824	2316	491
825	2319	488
826	2321	485
827	2322	482
828	2324	479
829	2326	476
830	2327	473
831	2329	470
832	2330	467
833	2332	464
834	2333	461
835	2335	458
836	2336	454
837	2337	451
838	2339	448
839	2340	445
840	2342	442
841	2343	439
842	2345	436
843	2346	433
844	2347	430
845	2349	427
846	2350	424
847	2352	421
848	2354	418
849	2355	415
850	2357	412
851	2358	409
852	2360	406
853	2361	403
854	2362	400
855	2364	397
856	2365	394
857	2367	391
858	2368	388
859	2370	385
860	2371	382
861	2372	379
862	2374	376
863	2375	373
864	2377	370
865	2378	368
866	2379	365
867	2381	362
868	2382	359
869	2384	356
870	2385	353
871	2387	350
872	2388	347
873	2389	344
874	2391	341
875	2392	338
876	2393	335
877	2395	332
878	2396	329
879	2398	327
880	2399	324
881	2401	321
882	2402	318
883	2403	315
884	2405	312
885	2406	309
886	2408	306
887	2409	303
888	2411	301
889	2412	298
890	2414	295
891	2415	292
892	2416	289
893	2418	286
894	2419	283
895	2421	281
896	2422	278
897	2424	275
898	2425	272
899	2426	269
900	2428	266
901	2429	263
902	2431	261
903	2432	258
904	2433	255
905	2435	252
906	2437	249
907	2439	247
908	2440	244
909	2441	241
910	2443	238
911	2444	235
912	2446	233
913	2447	230
914	2449	227
915	2450	224
916	2451	221
917	2453	219
918	2454	216
919	2456	213
920	2457	210
921	2459	208
922	2460	205
923	2461	202
924	2463	199
925	2464	196
926	2466	194
927	2467	191
928	2468	188
929	2470	185
930	2471	183
931	2473	180
932	2474	177
933	2475	174
934	2477	172
935	2478	169
936	2479	166
937	2481	164
938	2500	162
939	2503	159
940	2505	157
941	2507	154
942	2508	151
943	2510	148
944	2511	146
945	2513	143
946	2514	140
947	2516	138
948	2517	135
949	2519	132
950	2520	129
951	2522	127
952	2523	124
953	2525	121
954	2526	119
955	2528	116
956	2529	113
957	2531	110
958	2532	108
959	2534	105
960	2535	102
961	2537	100
962	2539	97
963	2540	94
964	2542	92
965	2544	89
966	2546	86
967	2548	84
968	2550	81
969	2551	78
970	2553	76
971	2555	73
972	2557	70
973	2558	68
974	2560	65
975	2561	62
976	2563	60
977	2564	57
978	2565	55
979	2567	52
980	2568	49
981	2570	47
982	2571	44
983	2573	41
984	2574	39
985	2575	36
986	2577	33
987	2578	31
988	2580	28
989	2581	26
990	2582	23
991	2584	20
992	2585	18
993	2587	15
994	2588	13
995	2590	10
996	2591	7
997	2592	5
998	2594	2
999	2596	0
